"seccion_censal","lat_centro","lon_centro"
"2807907090",40.43770599,-3.69930484
"2807907091",40.43751244,-3.69751685
"2807907092",40.43743336,-3.69467555
"2807907093",40.43646057,-3.69137115
"2807907094",40.43873816,-3.69355328
"2807907095",40.44299004,-3.69317431
"2807907096",40.44052728,-3.69525267
"2807907097",40.43946495,-3.69694855
"2807907098",40.44118456,-3.6968029
"2807907099",40.44125784,-3.69833535
"2807907100",40.44011992,-3.69842513
"2807907101",40.43898449,-3.69851634
"2807907102",40.43909782,-3.69992367
"2807907103",40.44089819,-3.70024489
"2807907104",40.44017324,-3.70257364
"2807907105",40.44262623,-3.70306045
"2807907106",40.44418216,-3.70337674
"2807907107",40.4432484,-3.70149007
"2807907108",40.44303312,-3.69980977
"2807907109",40.44295282,-3.69819362
"2807907110",40.44231865,-3.69615193
"2807907111",40.4434298,-3.69617668
"2807907112",40.44433532,-3.69618541
"2807907113",40.44553888,-3.6961772
"2807907114",40.44530995,-3.69798863
"2807907115",40.44538871,-3.6996036
"2807907116",40.44480809,-3.70176345
"2807907117",40.44606012,-3.70218807
"2807907118",40.44478222,-3.70507621
"2807907119",40.44633031,-3.70698032
"2807907120",40.4440109,-3.70813523
"2807907121",40.44034187,-3.70565924
"2807907122",40.43938545,-3.70736541
"2807907123",40.43967343,-3.70900199
"2807907124",40.43933743,-3.7109458
"2807907125",40.44143993,-3.71081358
"2807907126",40.44065278,-3.71335296
"2807907127",40.4399759,-3.71425051
"2807907128",40.4396556,-3.71606728
"2807907129",40.44048332,-3.7169976
"2807907130",40.44189434,-3.71670641
"2807907131",40.44203996,-3.71377274
"2807907132",40.44386685,-3.71741583
"2807907133",40.44373178,-3.71330817
"2807907134",40.44453348,-3.71155267
"2807907135",40.44545052,-3.71514128
"2807908001",40.5305436,-3.77896692
"2807908002",40.53670254,-3.8192851
"2807908003",40.51790055,-3.77637275
"2807908004",40.56937101,-3.71466126
"2807908005",40.48294431,-3.7416864
"2807908006",40.47712351,-3.74128379
"2807908007",40.47513474,-3.7395861
"2807908008",40.47513768,-3.73322595
"2807908009",40.47487867,-3.72616755
"2807908010",40.47715576,-3.72567155
"2807908011",40.47864238,-3.72401537
"2807908012",40.47995994,-3.72718107
"2807908013",40.47898582,-3.73386721
"2807908014",40.48378526,-3.72324008
"2807908015",40.48152596,-3.72305373
"2807908016",40.48161034,-3.72163277
"2807908017",40.48418632,-3.72156839
"2807908018",40.4832334,-3.72071443
"2807908019",40.48373838,-3.7181551
"2807908020",40.4816887,-3.71790185
"2807908021",40.48095452,-3.71952942
"2807908022",40.48038311,-3.72101201
"2807908023",40.47982608,-3.72233365
"2807908024",40.47802265,-3.71950844
"2807908025",40.4797243,-3.71633724
"2807908026",40.47975502,-3.71937596
"2807908027",40.48062243,-3.71744496
"2807908028",40.48210295,-3.71541355
"2807908029",40.48067975,-3.71446344
"2807908030",40.48131559,-3.71218505
"2807908031",40.48181045,-3.71001876
"2807908032",40.48285368,-3.71239146
"2807908033",40.48424236,-3.71065436
"2807908034",40.48321681,-3.70805104
"2807908035",40.4875489,-3.70259024
"2807908036",40.48679438,-3.70091686
"2807908037",40.48503202,-3.7055282
"2807908038",40.48393979,-3.70579672
"2807908039",40.48443379,-3.70414112
"2807908040",40.48522681,-3.7019075
"2807908041",40.4862495,-3.6996796
"2807908042",40.48493712,-3.69896228
"2807908043",40.48402291,-3.7012073
"2807908044",40.48304318,-3.70398052
"2807908045",40.47977965,-3.70898537
"2807908046",40.47858265,-3.71364019
"2807908047",40.47846364,-3.71542013
"2807908048",40.47776995,-3.714814
"2807908049",40.47635666,-3.71846498
"2807908050",40.47471722,-3.71718948
"2807908051",40.47375738,-3.71949651
"2807908052",40.47186145,-3.71602278
"2807908053",40.47099798,-3.71337301
"2807908054",40.47179719,-3.710603
"2807908055",40.472205,-3.70634826
"2807908056",40.47369638,-3.70366293
"2807908057",40.47566958,-3.70362396
"2807908058",40.47468426,-3.70486459
"2807908059",40.47512671,-3.70776774
"2807908060",40.473434,-3.70654591
"2807908061",40.47323585,-3.70934057
"2807908062",40.4725921,-3.711416
"2807908063",40.47369025,-3.71151001
"2807908064",40.47296268,-3.71347271
"2807908065",40.47384799,-3.71460204
"2807908066",40.47515814,-3.71384886
"2807908067",40.47556899,-3.71291864
"2807908068",40.47428105,-3.7127235
"2807908069",40.47595957,-3.71202816
"2807908071",40.47537318,-3.71479261
"2807908072",40.47644537,-3.71552035
"2807908073",40.47667319,-3.71443401
"2807908074",40.47689564,-3.71340252
"2807908075",40.47709821,-3.71241733
"2807908076",40.47766433,-3.71088038
"2807908077",40.47822571,-3.7081218
"2807908078",40.47865727,-3.70503478
"2807908079",40.47804775,-3.70507603
"2807908080",40.47777583,-3.70642138
"2807908081",40.47747431,-3.70789915
"2807908082",40.47717739,-3.70932362
"2807908083",40.47692822,-3.71076033
"2807908084",40.47602861,-3.71094004
"2807908085",40.47617517,-3.70954628
"2807908086",40.47647784,-3.70809774
"2807908087",40.47675096,-3.70683799
"2807908088",40.47701729,-3.70557843
"2807908089",40.47727981,-3.70419945
"2807908090",40.47565715,-3.70179403
"2807908091",40.47759861,-3.7027609
"2807908092",40.47879325,-3.70319842
"2807908093",40.47946365,-3.70143665
"2807908094",40.47882457,-3.70074028
"2807908095",40.47855414,-3.69867802
"2807908096",40.4767683,-3.70019527
"2807908097",40.47539776,-3.69888768
"2807908098",40.47705545,-3.69202484
"2807908099",40.48095006,-3.69808824
"2807908100",40.4828713,-3.69725801
"2807908102",40.48449213,-3.69528245
"2807908103",40.48230956,-3.68985882
"2807908104",40.48367098,-3.68630798
"2807908105",40.4853586,-3.68534299
"2807908106",40.48571222,-3.68735629
"2807908107",40.48462754,-3.68806801
"2807908108",40.48540368,-3.68946387
"2807908109",40.48661311,-3.68834112
"2807908110",40.48733043,-3.69004009
"2807908111",40.48835694,-3.69125261
"2807908112",40.48862745,-3.68221072
"2807908113",40.49203237,-3.68558012
"2807908114",40.49182762,-3.68802663
"2807908115",40.49248712,-3.69025613
"2807908116",40.49319146,-3.69200968
"2807908117",40.49277132,-3.69316257
"2807908119",40.49154778,-3.69537137
"2807908120",40.49326099,-3.69560672
"2807908121",40.49697628,-3.69677935
"2807908122",40.49516813,-3.69321277
"2807908123",40.49367323,-3.68944594
"2807908124",40.49586783,-3.69045879
"2807908125",40.4969118,-3.68816317
"2807908126",40.4942163,-3.68620165
"2807908128",40.51336397,-3.66843925
"2807908129",40.52339654,-3.70036731
"2807908130",40.55782615,-3.69908554
"2807908131",40.5009529,-3.70776127
"2807908132",40.49518827,-3.70352466
"2807908133",40.49254192,-3.70013573
"2807908134",40.49180917,-3.70431194
"2807908135",40.49806786,-3.71150338
"2807908136",40.49373606,-3.71539305
"2807908137",40.49111143,-3.71153321
"2807908138",40.48691264,-3.71139482
"2807908139",40.4991544,-3.7280056
"2807908140",40.48354747,-3.72488304
"2807908141",40.48282869,-3.72665637
"2807908142",40.48413949,-3.72700591
"2807908143",40.48517839,-3.73337476
"2807908144",40.4862302,-3.70408719
"2807908145",40.48250138,-3.73229244
"2807908146",40.4861508,-3.69693688
"2807908147",40.49586395,-3.71521862
"2807908148",40.47314646,-3.72299816
"2807908149",40.47884868,-3.7213517
"2807908150",40.48260247,-3.69475237
"2807908151",40.48189291,-3.72435664
"2807908152",40.49711063,-3.7075989
"2807908153",40.4988705,-3.68994392
"2807908154",40.48697843,-3.71776964
"2807908155",40.49082929,-3.71904649
"2807908156",40.48684284,-3.72512692
"2807908157",40.47220589,-3.71859565
"2807908158",40.49585237,-3.71003308
"2807908159",40.50326128,-3.68845746
"2807908160",40.5019206,-3.67229003
"2807908161",40.5057297,-3.6746247
"2807908162",40.50254228,-3.69277143
"2807908163",40.48693013,-3.72089929
"2807908164",40.50586343,-3.70699051
"2807908165",40.50618745,-3.6943036
"2807908166",40.49771619,-3.67983877
"2807908167",40.50793671,-3.66288023
"2807908168",40.50470205,-3.67823709
"2807908169",40.50864909,-3.6988311
"2807908170",40.50610504,-3.66966526
"2807908171",40.50000234,-3.66724374
"2807908172",40.49872795,-3.67583873
"2807908173",40.50437236,-3.70273296
"2807908174",40.51234205,-3.67704933
"2807908175",40.49823604,-3.70447228
"2807908176",40.51215939,-3.69048321
"2807909001",40.42325372,-3.72541672
"2807909002",40.42307402,-3.75618767
"2807909004",40.42584138,-3.72954974
"2807909005",40.42809597,-3.73255143
"2807909006",40.42759141,-3.73380121
"2807909007",40.43148494,-3.73609732
"2807909008",40.43214756,-3.73415171
"2807909009",40.42651481,-3.72843441
"2807909010",40.42933301,-3.72453474
"2807909011",40.42189992,-3.71778749
"2807909012",40.42074649,-3.71691635
"2807909013",40.42148525,-3.71529363
"2807909014",40.42361162,-3.71330924
"2807909015",40.42519023,-3.71540101
"2807909016",40.42642812,-3.71426349
"2807909017",40.42695093,-3.71591711
"2807909018",40.42649969,-3.71809866
"2807909019",40.42839211,-3.71642166
"2807909020",40.4277166,-3.71907694
"2807909021",40.42868,-3.72003975
"2807909022",40.4296452,-3.71748837
"2807909023",40.43087021,-3.71806198
"2807909024",40.42962644,-3.72083023
"2807909025",40.43025349,-3.72147654
"2807909026",40.43112333,-3.71939086
"2807909028",40.43349184,-3.71934009
"2807909029",40.43160279,-3.72119608
"2807909030",40.43157888,-3.72344096
"2807909031",40.43288866,-3.72228353
"2807909033",40.44751297,-3.73386387
"2807909034",40.44732475,-3.71593095
"2807909035",40.44636198,-3.7139107
"2807909036",40.44719891,-3.71047468
"2807909037",40.44970863,-3.71275897
"2807909038",40.45507373,-3.71647986
"2807909039",40.4561511,-3.71322257
"2807909040",40.45716587,-3.71478767
"2807909041",40.46290112,-3.72664349
"2807909043",40.4650122,-3.74648186
"2807909044",40.4666602,-3.72566999
"2807909045",40.46972481,-3.72736706
"2807909046",40.47150468,-3.72509188
"2807909047",40.46935182,-3.7240358
"2807909049",40.46875496,-3.72175089
"2807909050",40.4689568,-3.71993756
"2807909051",40.46803325,-3.7183551
"2807909052",40.46967101,-3.71759881
"2807909053",40.46719829,-3.71591821
"2807909054",40.46474548,-3.71824746
"2807909055",40.46641565,-3.72046636
"2807909056",40.46555094,-3.72211995
"2807909057",40.46373274,-3.7193874
"2807909058",40.46307984,-3.71791012
"2807909060",40.46465499,-3.71652475
"2807909061",40.46383591,-3.71519237
"2807909063",40.46594958,-3.71237957
"2807909064",40.46372426,-3.71218693
"2807909065",40.46336897,-3.71002727
"2807909066",40.46232926,-3.70930268
"2807909067",40.46130475,-3.71135327
"2807909068",40.46045982,-3.71028269
"2807909069",40.45881089,-3.71183203
"2807909070",40.4608374,-3.71555137
"2807909071",40.47100166,-3.77670883
"2807909072",40.46971104,-3.82082894
"2807909073",40.45838306,-3.79283148
"2807909074",40.45793818,-3.78482327
"2807909075",40.4620241,-3.78533449
"2807909076",40.45874685,-3.78094261
"2807909077",40.45752448,-3.78103341
"2807909078",40.45563656,-3.76611407
"2807909079",40.44827303,-3.77247881
"2807909080",40.4521889,-3.78335674
"2807909081",40.42931389,-3.7315785
"2807909082",40.47026465,-3.7211684
"2807909083",40.44676997,-3.78091619
"2807909084",40.42053211,-3.72175996
"2807909085",40.44972231,-3.78832849
"2807909086",40.46626817,-3.78039657
"2807909087",40.45671294,-3.77536126
"2807909088",40.44580555,-3.78704673
"2807910001",40.3948167,-3.74138461
"2807910002",40.39471718,-3.73990024
"2807910003",40.39603059,-3.73844463
"2807910004",40.39772889,-3.73721157
"2807910005",40.3969384,-3.7402496
"2807910006",40.40184016,-3.73469394
"2807910007",40.40323871,-3.74295218
"2807910008",40.40392484,-3.74238391
"2807910009",40.40418243,-3.74062017
"2807910010",40.40351038,-3.73911212
"2807910011",40.4066195,-3.72346457
"2807910012",40.40792377,-3.72296952
"2807910013",40.41108456,-3.72306735
"2807910014",40.41035746,-3.72505414
"2807910015",40.41099297,-3.72635723
"2807910016",40.41302873,-3.72518438
"2807910017",40.4153256,-3.72388399
"2807910018",40.41281696,-3.72653127
"2807910020",40.40833566,-3.72769166
"2807910021",40.41012114,-3.72871938
"2807910022",40.41268858,-3.72757308
"2807910023",40.41269028,-3.7293801
"2807910024",40.4116009,-3.72918137
"2807910025",40.41112662,-3.73092176
"2807910026",40.41322261,-3.73146984
"2807910027",40.41133036,-3.73369038
"2807910028",40.41081114,-3.73218585
"2807910029",40.40952134,-3.73151342
"2807910030",40.40799967,-3.73064125
"2807910031",40.40591204,-3.7326441
"2807910032",40.40813516,-3.73229815
"2807910033",40.40671538,-3.73353278
"2807910034",40.40811225,-3.73412041
"2807910035",40.4097863,-3.73462935
"2807910036",40.41151385,-3.73610414
"2807910037",40.40922422,-3.73679229
"2807910038",40.40716064,-3.73611114
"2807910039",40.4064581,-3.73485802
"2807910040",40.40473593,-3.73618812
"2807910041",40.40605167,-3.73818132
"2807910042",40.40707845,-3.73804698
"2807910043",40.40877516,-3.73907492
"2807910044",40.40998325,-3.73971933
"2807910046",40.40755575,-3.74041753
"2807910047",40.40617425,-3.74089909
"2807910048",40.40532434,-3.74002912
"2807910049",40.40467646,-3.73995374
"2807910050",40.40495836,-3.74379323
"2807910051",40.40589024,-3.7439556
"2807910052",40.40659838,-3.7434443
"2807910053",40.40760256,-3.74285011
"2807910054",40.40597191,-3.74752017
"2807910055",40.40482191,-3.74719231
"2807910056",40.40379342,-3.74543674
"2807910057",40.40215791,-3.74585786
"2807910058",40.40291975,-3.74726263
"2807910059",40.40264351,-3.74845466
"2807910060",40.39885818,-3.75029841
"2807910061",40.39753303,-3.74759541
"2807910062",40.39733687,-3.74574065
"2807910063",40.39603392,-3.74551448
"2807910065",40.39607349,-3.749678
"2807910067",40.40374377,-3.752094
"2807910068",40.40444833,-3.75068576
"2807910069",40.40584748,-3.75114903
"2807910070",40.40650408,-3.7516824
"2807910071",40.40704439,-3.74862514
"2807910072",40.4083604,-3.74573918
"2807910073",40.40761003,-3.7508739
"2807910074",40.40662307,-3.75338193
"2807910075",40.40527054,-3.75417121
"2807910076",40.40475952,-3.75588285
"2807910077",40.40409397,-3.75765157
"2807910078",40.40306067,-3.75932318
"2807910081",40.39400419,-3.74821531
"2807910082",40.39379467,-3.74297034
"2807910083",40.39297473,-3.74341658
"2807910084",40.39144453,-3.74381677
"2807910086",40.39110656,-3.74540473
"2807910087",40.38878623,-3.74843223
"2807910088",40.38550599,-3.75168035
"2807910089",40.38430215,-3.75337154
"2807910090",40.38569333,-3.75389333
"2807910091",40.38481793,-3.75841625
"2807910092",40.38593777,-3.75526619
"2807910093",40.38646543,-3.75642677
"2807910094",40.38579857,-3.75816734
"2807910095",40.38647031,-3.7590357
"2807910096",40.38793234,-3.75811685
"2807910098",40.38781658,-3.75685027
"2807910099",40.3877035,-3.75422618
"2807910100",40.38906348,-3.75283615
"2807910101",40.39077712,-3.75232541
"2807910102",40.39095371,-3.75059827
"2807910103",40.39285667,-3.75074945
"2807910104",40.39389782,-3.7513254
"2807910105",40.39471599,-3.75428315
"2807910106",40.39339447,-3.7539348
"2807910107",40.39227048,-3.75283972
"2807910108",40.39185016,-3.75449692
"2807910109",40.38995548,-3.75462413
"2807910110",40.38928697,-3.75629824
"2807910111",40.38921419,-3.75793955
"2807910112",40.39049844,-3.7579372
"2807910113",40.3901009,-3.75687444
"2807910114",40.39111928,-3.75619274
"2807910115",40.39174378,-3.75744906
"2807910116",40.39295229,-3.75641668
"2807910117",40.39405733,-3.7575233
"2807910118",40.39452062,-3.75633584
"2807910119",40.39641064,-3.75582055
"2807910120",40.39468029,-3.75921191
"2807910121",40.3896406,-3.75973942
"2807910122",40.3882172,-3.7620692
"2807910123",40.38858863,-3.76427344
"2807910124",40.39054132,-3.76383872
"2807910125",40.38985085,-3.76171771
"2807910126",40.39147047,-3.76197639
"2807910127",40.39162611,-3.76059782
"2807910128",40.39297439,-3.76278071
"2807910129",40.39246451,-3.76444504
"2807910130",40.3925444,-3.76611452
"2807910131",40.39203971,-3.7679289
"2807910132",40.39414237,-3.76944719
"2807910133",40.39589303,-3.76679406
"2807910134",40.39417507,-3.76601501
"2807910135",40.39463531,-3.76410205
"2807910136",40.39478868,-3.76101046
"2807910137",40.39593866,-3.76020963
"2807910138",40.39738588,-3.75941382
"2807910139",40.39791009,-3.76075781
"2807910140",40.39590706,-3.76211006
"2807910142",40.39729755,-3.7627088
"2807910143",40.39735933,-3.76471252
"2807910144",40.39760134,-3.76758354
"2807910145",40.39880466,-3.76845728
"2807910146",40.39872848,-3.77121488
"2807910147",40.39618194,-3.77013167
"2807910148",40.39555384,-3.77196464
"2807910149",40.39712654,-3.77247939
"2807910150",40.39784199,-3.77341393
"2807910151",40.39916987,-3.77475141
"2807910152",40.39625066,-3.77765981
"2807910153",40.39473578,-3.77425974
"2807910154",40.39388766,-3.78056211
"2807910156",40.37996578,-3.79109971
"2807910157",40.38113094,-3.7920543
"2807910158",40.38437503,-3.80634413
"2807910159",40.37711663,-3.79538139
"2807910161",40.38252042,-3.78394438
"2807910162",40.38296642,-3.78059258
"2807910163",40.38388833,-3.77886064
"2807910164",40.38462434,-3.78045252
"2807910165",40.38841966,-3.7746249
"2807910167",40.38491228,-3.77105459
"2807910168",40.38204028,-3.77994503
"2807910169",40.38088355,-3.78289859
"2807910170",40.37898141,-3.78352573
"2807910171",40.37709199,-3.78215064
"2807910172",40.37815571,-3.78101883
"2807910173",40.3796356,-3.78185244
"2807910174",40.37996471,-3.77943001
"2807910175",40.38056646,-3.77852505
"2807910176",40.38063921,-3.77711506
"2807910178",40.37819523,-3.77550528
"2807910179",40.37788807,-3.77879299
"2807910180",40.37662758,-3.78038045
"2807910181",40.37616246,-3.77876828
"2807910182",40.37671387,-3.77714124
"2807910183",40.37582617,-3.77581715
"2807910184",40.3755345,-3.77395974
"2807910185",40.37728613,-3.77333143
"2807910187",40.38075318,-3.77518634
"2807910188",40.38178059,-3.77288972
"2807910189",40.37985894,-3.77305722
"2807910190",40.37890018,-3.77171935
"2807910191",40.37799108,-3.77011213
"2807910192",40.37586299,-3.76923454
"2807910193",40.3767446,-3.771115
"2807910194",40.37501813,-3.77174488
"2807910195",40.37441501,-3.76946356
"2807910196",40.37465427,-3.76666985
"2807910197",40.37413314,-3.76361817
"2807910198",40.376916,-3.76445244
"2807910199",40.37810119,-3.76775362
"2807910201",40.38049242,-3.77014774
"2807910202",40.38219609,-3.77077987
"2807910203",40.38220776,-3.76854137
"2807910204",40.3834035,-3.76637787
"2807910205",40.38013736,-3.7608713
"2807910206",40.41478767,-3.72693727
"2807910207",40.39974017,-3.76082991
"2807910209",40.38065023,-3.76658224
"2807910210",40.37947608,-3.76407897
"2807910211",40.41040889,-3.72412029
"2807910212",40.40276674,-3.75395042
"2807910213",40.40132414,-3.75166811
"2807910214",40.38752238,-3.76575787
"2807910215",40.4029811,-3.73567837
"2807910216",40.36863519,-3.78471583
"2807910217",40.40476943,-3.72369922
"2807910218",40.4009894,-3.75698654
"2807910219",40.4020382,-3.7419594
"2807910220",40.3699179,-3.76406204
"2807911001",40.39758464,-3.7132145
"2807911002",40.39589974,-3.71003816
"2807911003",40.39528864,-3.70854227
"2807911004",40.39461694,-3.7065606
"2807911005",40.3928293,-3.70785351
"2807911006",40.39284572,-3.70946659
"2807911007",40.39423991,-3.71054353
"2807911010",40.39676801,-3.71469578
"2807911011",40.3957431,-3.71443828
"2807911012",40.3952457,-3.71290428
"2807911013",40.39321386,-3.71386921
"2807911015",40.39220765,-3.71151
"2807911016",40.3910163,-3.71050706
"2807911017",40.39120288,-3.71438017
"2807911018",40.39039851,-3.71391426
"2807911019",40.3895315,-3.71461868
"2807911021",40.38774512,-3.71581809
"2807911022",40.38831791,-3.71815293
"2807911023",40.38888805,-3.72068116
"2807911024",40.38936501,-3.72233145
"2807911025",40.38791348,-3.72266747
"2807911026",40.38586546,-3.7212835
"2807911028",40.38634681,-3.724565
"2807911029",40.38954952,-3.7245777
"2807911030",40.38812688,-3.72532985
"2807911031",40.38668324,-3.72659205
"2807911032",40.38753407,-3.72927904
"2807911033",40.38852805,-3.72937236
"2807911034",40.38989145,-3.72846659
"2807911035",40.38973813,-3.72690437
"2807911036",40.39171475,-3.72543145
"2807911037",40.39140609,-3.72374238
"2807911038",40.39105898,-3.72231813
"2807911039",40.39050864,-3.71900286
"2807911040",40.39272587,-3.72167768
"2807911041",40.39337359,-3.72263303
"2807911042",40.39321721,-3.72053114
"2807911043",40.39550875,-3.71909894
"2807911044",40.39314644,-3.717676
"2807911045",40.39437151,-3.71585797
"2807911046",40.39620566,-3.71727957
"2807911047",40.39625086,-3.71958122
"2807911048",40.39757883,-3.71937159
"2807911049",40.39878388,-3.71717025
"2807911050",40.39987388,-3.72105427
"2807911051",40.40118593,-3.72300119
"2807911052",40.40270331,-3.72349439
"2807911054",40.39948958,-3.72622434
"2807911055",40.39810558,-3.73141225
"2807911056",40.39694369,-3.73562572
"2807911057",40.3965845,-3.73377417
"2807911058",40.39674354,-3.73133038
"2807911059",40.39574358,-3.73191066
"2807911060",40.39486284,-3.72941021
"2807911061",40.39468719,-3.72336505
"2807911062",40.39405241,-3.72555199
"2807911063",40.39313669,-3.72795796
"2807911065",40.3916979,-3.72888507
"2807911066",40.39257647,-3.73148135
"2807911067",40.39044791,-3.73221448
"2807911068",40.39133394,-3.73612905
"2807911069",40.39242226,-3.73706382
"2807911070",40.39250384,-3.73456626
"2807911071",40.39463778,-3.73316382
"2807911072",40.39439633,-3.73469611
"2807911073",40.39509954,-3.73694487
"2807911074",40.39394744,-3.738986
"2807911075",40.39337021,-3.73786657
"2807911078",40.39065079,-3.73720304
"2807911079",40.38975614,-3.73841397
"2807911080",40.39143992,-3.73932031
"2807911081",40.39127435,-3.741169
"2807911082",40.38941259,-3.74033092
"2807911083",40.38917064,-3.74203378
"2807911084",40.39061911,-3.74279536
"2807911085",40.38893845,-3.74354012
"2807911086",40.38759581,-3.74299034
"2807911087",40.38726913,-3.74112296
"2807911088",40.38548241,-3.74282972
"2807911089",40.38690602,-3.74463786
"2807911091",40.38565374,-3.74497457
"2807911092",40.38440128,-3.74549147
"2807911093",40.38565563,-3.74720383
"2807911094",40.38375524,-3.74882201
"2807911095",40.38178493,-3.7498301
"2807911096",40.38197664,-3.7539445
"2807911097",40.37873069,-3.75041949
"2807911098",40.37857831,-3.75354408
"2807911099",40.37694198,-3.75119292
"2807911100",40.38109417,-3.74655564
"2807911101",40.38277693,-3.74473822
"2807911102",40.38382296,-3.74283831
"2807911103",40.3851337,-3.74113301
"2807911104",40.38566191,-3.73936953
"2807911105",40.38597907,-3.73694195
"2807911106",40.38667246,-3.73873319
"2807911107",40.38818609,-3.74010179
"2807911108",40.38844988,-3.73817893
"2807911109",40.38825412,-3.73648806
"2807911110",40.38671135,-3.73597186
"2807911111",40.38751057,-3.73493293
"2807911112",40.38875137,-3.73423572
"2807911113",40.38698562,-3.73171162
"2807911114",40.38608789,-3.73327165
"2807911115",40.38598798,-3.72940838
"2807911116",40.38483992,-3.72978453
"2807911117",40.38464864,-3.73155559
"2807911118",40.38419318,-3.73284711
"2807911119",40.38359319,-3.73035142
"2807911120",40.38273961,-3.73159696
"2807911121",40.38192387,-3.73190196
"2807911122",40.3806983,-3.73235069
"2807911123",40.38174717,-3.73673455
"2807911124",40.38174514,-3.74159093
"2807911125",40.37962913,-3.74336283
"2807911126",40.37751988,-3.74121205
"2807911128",40.37654761,-3.73657492
"2807911129",40.37528903,-3.73755129
"2807911130",40.37565681,-3.73994402
"2807911131",40.37397753,-3.74073156
"2807911132",40.37485033,-3.74175057
"2807911133",40.37631137,-3.74345067
"2807911134",40.3753504,-3.7438824
"2807911135",40.37474279,-3.7442241
"2807911136",40.37660243,-3.74722782
"2807911137",40.37449529,-3.74715715
"2807911138",40.37229702,-3.7486048
"2807911139",40.37197757,-3.75096719
"2807911140",40.37157698,-3.75312508
"2807911141",40.37430659,-3.75207584
"2807911142",40.37589904,-3.7531052
"2807911143",40.3741939,-3.75437653
"2807911145",40.37269243,-3.75571255
"2807911146",40.3732809,-3.7579074
"2807911147",40.37523732,-3.75760761
"2807911148",40.37031383,-3.76136033
"2807911149",40.37128827,-3.75921353
"2807911150",40.37002247,-3.7572536
"2807911151",40.36775416,-3.76090506
"2807911152",40.36714701,-3.75800114
"2807911153",40.36903479,-3.75504368
"2807911154",40.36808411,-3.75447802
"2807911155",40.36470534,-3.75553537
"2807911156",40.37181619,-3.73890895
"2807911157",40.37459697,-3.73452063
"2807911158",40.37589631,-3.73294262
"2807911159",40.37730488,-3.7351987
"2807911160",40.37845011,-3.73391895
"2807911161",40.37781752,-3.73293727
"2807911162",40.37686709,-3.73174868
"2807911163",40.37827626,-3.7301057
"2807911165",40.3796514,-3.73119021
"2807911167",40.37962871,-3.72828885
"2807911168",40.38069716,-3.72701958
"2807911169",40.38113862,-3.72936806
"2807911170",40.38248785,-3.72905619
"2807911171",40.38220321,-3.72738354
"2807911172",40.3825043,-3.72581141
"2807911173",40.38320668,-3.72779114
"2807911174",40.38409506,-3.72806315
"2807911175",40.38489609,-3.72662163
"2807911176",40.38464915,-3.72397624
"2807911177",40.38302037,-3.72363351
"2807911178",40.38466286,-3.72071813
"2807911179",40.37905543,-3.74820581
"2807911180",40.3958896,-3.72180803
"2807911181",40.3967355,-3.71607723
"2807911182",40.37456359,-3.73087024
"2807911183",40.37824721,-3.72335521
"2807911184",40.3867855,-3.71935472
"2807911185",40.37794993,-3.74578547
"2807911186",40.36436528,-3.7586568
"2807911187",40.35980734,-3.76084752
"2807911188",40.36196419,-3.75966074
"2807911189",40.36499853,-3.76125819
"2807911190",40.36269299,-3.76488549
"2807911191",40.36336344,-3.75116908
"2807911192",40.36660077,-3.73511346
"2807911193",40.36883473,-3.74750554
"2807911194",40.37405309,-3.72838609
"2807912001",40.37169257,-3.71806815
"2807912002",40.37142466,-3.71635602
"2807912003",40.36962792,-3.71719147
"2807912005",40.36841763,-3.71555139
"2807912006",40.36944357,-3.713953
"2807912007",40.37080112,-3.71397988
"2807912008",40.37244345,-3.71392363
"2807912009",40.37151131,-3.71151298
"2807912010",40.37106695,-3.70977258
"2807912011",40.37096493,-3.70782776
"2807912012",40.37048073,-3.70528382
"2807912013",40.36857608,-3.70553777
"2807912014",40.36875853,-3.70805104
"2807912015",40.36771102,-3.70935484
"2807912016",40.36736045,-3.71393338
"2807912018",40.36726313,-3.7029426
"2807912019",40.37008847,-3.70219318
"2807912020",40.36872328,-3.69995258
"2807912021",40.37052928,-3.69822522
"2807912022",40.36992216,-3.69731106
"2807912023",40.36787568,-3.69776016
"2807912024",40.36695502,-3.69577429
"2807912027",40.37754265,-3.69069667
"2807912028",40.37584816,-3.68999677
"2807912029",40.37531263,-3.69130242
"2807912030",40.37435007,-3.69015332
"2807912031",40.37422864,-3.69173338
"2807912032",40.37292984,-3.69308535
"2807912033",40.37231587,-3.69016057
"2807912034",40.37080675,-3.69117468
"2807912036",40.36982005,-3.68881195
"2807912037",40.36868366,-3.68886984
"2807912039",40.38027692,-3.69838915
"2807912040",40.38206115,-3.69890873
"2807912041",40.38034816,-3.70053104
"2807912042",40.38132801,-3.70099818
"2807912043",40.38223219,-3.70159611
"2807912044",40.38138495,-3.70413053
"2807912045",40.3828085,-3.70386811
"2807912046",40.3841887,-3.70421867
"2807912047",40.38546123,-3.70445058
"2807912048",40.38453563,-3.70213324
"2807912049",40.385286,-3.70083329
"2807912050",40.38667097,-3.69966555
"2807912051",40.38419613,-3.69890262
"2807912052",40.38509604,-3.69547285
"2807912053",40.39245918,-3.70293124
"2807912054",40.38942334,-3.69962603
"2807912055",40.38845978,-3.70180498
"2807912056",40.38731944,-3.70184757
"2807912057",40.38662935,-3.70462637
"2807912059",40.39044112,-3.70312272
"2807912061",40.38997585,-3.70561801
